RA_Decl,RA,Decl,Box_Offs_Rel_SUBJ_Cntr,Box_Obsv_Done,Search_Box_Center_DECaLS_DR8_URL,DECaLS_DR8_URL,Category,Observation_Included_In_Corresponding_PNG,Category_Descrption,Working Notes,GALEX_Highest_Color__Violet_White_Blue_Green_Yellow_grAy_browN__At-DECaLS-Contrast-0.9_DECaLS-Brightness-3-upward,DR8_Core_Color,DR8_Periphery_Color,DR_8_Resids_Features,DR_8_Resids_Core_Heatmap_Colors,DR_8_Resids_Outer_Mode_Heatmap_Colors,NED_Search_URL,Separator,NED_Nearest_Obj_ID,NED Redshift,NED_Search_Mag,Search_Box_Addr,matplotlib_color,Search_Box_Center_RA_Decl
"218.7633, -2.6059",218.7633,-2.6059,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7633&dec=-2.6059&layer=dr8&zoom=15,with Blue Flare,Y,,,Y,Orange,Blue,Oval,Orange,"Blue Flare, Green",https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7633d%20-2.6059d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7658, -2.6065",218.7658,-2.6065,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7658&dec=-2.6065&layer=dr8&zoom=15,Round,Y,,One of a group of 10+ large Yellow and small Orange low-to-no UV galaxies companions  at what seems to be the base of the coils,None,Yellow,Orange,Dot,,Noise,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7658d%20-2.6065d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7662, -2.6128",218.7662,-2.6128,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7662&dec=-2.6128&layer=dr8&zoom=15,Oval,Y,,,Y,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7662d%20-2.6128d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7663, -2.6127",218.7663,-2.6127,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7663&dec=-2.6127&layer=dr8&zoom=15,Spot,Y,,,N,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7663d%20-2.6127d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7663, -2.6128",218.7663,-2.6128,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7663&dec=-2.6128&layer=dr8&zoom=15,Spot,Y,,,Y,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7663d%20-2.6128d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7783, -2.3336",218.7783,-2.3336,"(3, 4)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.3176&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7783&dec=-2.3336&layer=dr8&zoom=15,Splat,Y,,,A,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7783d%20-2.3336d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 10)",,"(218.7833, -2.3176)"
"218.7708, -2.3467",218.7708,-2.3467,"(3, 3)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.3493&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7708&dec=-2.3467&layer=dr8&zoom=15,Splat,Y,,,G,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7708d%20-2.3467d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 9)",,"(218.7833, -2.3493)"
"218.7884, -2.3579",218.7884,-2.3579,"(3, 3)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.3493&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7884&dec=-2.3579&layer=dr8&zoom=15,Speck,Y,,,G,Yellow,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7884d%20-2.3579d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 9)",,"(218.7833, -2.3493)"
"218.7901, -2.3361",218.7901,-2.3361,"(3, 3)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.3493&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7901&dec=-2.3361&layer=dr8&zoom=15,Spot,Y,,,G,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7901d%20-2.3361d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 9)",,"(218.7833, -2.3493)"
"218.7952, -2.3645",218.7952,-2.3645,"(3, 3)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.3493&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7952&dec=-2.3645&layer=dr8&zoom=15,Smear,Y,,,A,White-Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7952d%20-2.3645d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 9)",,"(218.7833, -2.3493)"
"218.7689, -2.3673",218.7689,-2.3673,"(3, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7689&dec=-2.3673&layer=dr8&zoom=15,Spot,Y,,,G,Purple-Red,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7689d%20-2.3673d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 8)",,"(218.7833, -2.381)"
"218.7702, -2.3960",218.7702,-2.396,"(3, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7702&dec=-2.396&layer=dr8&zoom=15,CoredOval,Y,,,A,Beige,Blue,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7702d%20-2.396d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 8)",,"(218.7833, -2.381)"
"218.7781, -2.3970",218.7781,-2.397,"(3, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7781&dec=-2.397&layer=dr8&zoom=15,Speck,Y,,,A,Blue,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7781d%20-2.397d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 8)",,"(218.7833, -2.381)"
"218.7811, -2.3954",218.7811,-2.3954,"(3, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7811&dec=-2.3954&layer=dr8&zoom=15,Speck,Y,,,G,Orange,Orange,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7811d%20-2.3954d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 8)",,"(218.7833, -2.381)"
"218.7681, -2.4082",218.7681,-2.4082,"(3, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7681&dec=-2.4082&layer=dr8&zoom=15,CoredOval,Y,,,W,Orange-Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7681d%20-2.4082d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 7)",,"(218.7833, -2.4127)"
"218.7746, -2.4253",218.7746,-2.4253,"(3, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7746&dec=-2.4253&layer=dr8&zoom=15,Splat,Y,,,G,Yellow,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7746d%20-2.4253d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 7)",,"(218.7833, -2.4127)"
"218.7754, -2.3989",218.7754,-2.3989,"(3, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7754&dec=-2.3989&layer=dr8&zoom=15,Speck,Y,,,G,Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7754d%20-2.3989d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 7)",,"(218.7833, -2.4127)"
"218.7788, -2.4086",218.7788,-2.4086,"(3, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7788&dec=-2.4086&layer=dr8&zoom=15,Merger,Y,,,A,Yellow,,Double Spot,"Purple,Green",Foreground,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7788d%20-2.4086d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 7)",,"(218.7833, -2.4127)"
"218.7860, -2.4203",218.78599999999997,-2.4203,"(3, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.78599999999997&dec=-2.4203&layer=dr8&zoom=15,Spot,Y,,,A,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.78599999999997d%20-2.4203d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 7)",,"(218.7833, -2.4127)"
"218.7976, -2.4195",218.7976,-2.4195,"(3, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7976&dec=-2.4195&layer=dr8&zoom=15,Smear,Y,,,A,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7976d%20-2.4195d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 7)",,"(218.7833, -2.4127)"
"218.7679, -2.4538",218.7679,-2.4538,"(3, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7679&dec=-2.4538&layer=dr8&zoom=15,Smear,Y,,,B,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7679d%20-2.4538d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 6)",,"(218.7833, -2.4444)"
"218.7851, -2.4387",218.7851,-2.4387,"(3, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7851&dec=-2.4387&layer=dr8&zoom=15,Splat,Y,,,A,Purple-Red,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7851d%20-2.4387d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 6)",,"(218.7833, -2.4444)"
"218.794100 , -2.436900",218.7941,-2.4369,"(3, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7941&dec=-2.4369&layer=dr8&zoom=15,Splat,Y,,,G,Pink-Gray,,Black,Black,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7941d%20-2.4369d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,WISEA J143510.48-022611.9,,,"(10, 6)",,"(218.7833, -2.4444)"
"218.7945, -2.4426",218.7945,-2.4426,"(3, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7945&dec=-2.4426&layer=dr8&zoom=15,CoredOval,Y,,,G,Yellow,Blue,Red,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7945d%20-2.4426d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 6)",,"(218.7833, -2.4444)"
"218.7732, -2.4855",218.7732,-2.4855,"(3, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7732&dec=-2.4855&layer=dr8&zoom=15,Spot,Y,,,G,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7732d%20-2.4855d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 5)",,"(218.7833, -2.4761)"
"218.7912, -2.4852",218.7912,-2.4852,"(3, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7912&dec=-2.4852&layer=dr8&zoom=15,Spot,Y,,,B,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7912d%20-2.4852d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 5)",,"(218.7833, -2.4761)"
"218.7934, -2.4665",218.7934,-2.4665,"(3, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7934&dec=-2.4665&layer=dr8&zoom=15,Smear,Y,,,G,Blue,Blue,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7934d%20-2.4665d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 5)",,"(218.7833, -2.4761)"
"218.7700, -2.4967",218.77,-2.4967,"(3, -2)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5078&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.77&dec=-2.4967&layer=dr8&zoom=15,Smear,Y,,,G,Green,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.77d%20-2.4967d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 4)",,"(218.7833, -2.5078)"
"218.7847, -2.5128",218.7847,-2.5128,"(3, -2)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5078&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7847&dec=-2.5128&layer=dr8&zoom=15,Round,Y,,,G,Yellow,,Core Dot,Red Dot,Blue Arms,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7847d%20-2.5128d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,WISEA J143508.35-023046.2,,,"(10, 4)",,"(218.7833, -2.5078)"
